"CODE_PRODUIT","LIBELLE_PRODUIT","SIQO_FILIERE","RICA_var","RICA_var_libelle","RICA_var_code","RICA_var_code_libelle","species","production_type"
"A158","CHIROUBLES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A85","CHINON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A472","CHEVROTIN","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","goats","milk"
"A84","CHEVERNY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A157","CHEVALIERMONTRACHET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A156","CHENAS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A416","CHAVIGNOL","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","goats","milk"
"A268","CHATILLONENDIOIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A267","CHATEAUNEUFDUPAPE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A836","CHATEAUMEILLANT","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A266","CHATEAUGRILLET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A155","CHATEAUCHALON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A592","CHATAIGNE D ARDECHE","AOP & AOC, AUTRES FRUITS D ARBRES OU D ARBUSTES ET FRUITS A COQUE",NA,NA,NA,NA,"fruits","fruits"
"A446","CHASSELAS DE MOISSAC","AOP & AOC, RAISIN",NA,NA,NA,NA,"fruits","fruits"
"A154","CHASSAGNEMONTRACHET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A730","CHAROLAIS DE BOURGOGNE","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"cattle","meat"
"A657","CHAROLAIS","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A153","CHARMESCHAMBERTIN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A152","CHARLEMAGNE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A889","CHARENTAIS","IGP, VINS",NA,NA,NA,NA,NA,NA
"LA1788","CHAPON NOIR FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2390","CHAPON NOIR FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA5488","CHAPON NOIR FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA4888","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER FRAIS","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0397","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0506","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1202","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1206","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1489","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1700","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1802","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1900","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2194","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2889","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA3188","CHAPON JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1491","CHAPON FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1488","CHAPON FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA3088","CHAPON FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1797","CHAPON FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2888","CHAPON FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A1160","CHAPON DU PERIGORD","IGP, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1794","CHAPON DE PINTADE JAUNE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0114","CHAPON DE PINTADE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0297","CHAPON DE PINTADE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0407","CHAPON DE PINTADE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0513","CHAPON DE PINTADE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0895","CHAPON DE PINTADE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1494","CHAPON DE PINTADE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1594","CHAPON DE PINTADE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1694","CHAPON DE PINTADE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1994","CHAPON DE PINTADE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A858","CHAPON DE BRESSE","AOP & AOC, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0201","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0406","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0698","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1106","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1300","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1600","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1688","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1892","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2699","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2988","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2989","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA3288","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA3889","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA5588","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1398","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1498","CHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0604","CHAPON BLANC A PATTES BLEUES FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A151","CHAPELLECHAMBERTIN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A415","CHAOURCE","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A5","CHAMPAGNE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A150","CHAMBOLLEMUSIGNY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A149","CHAMBERTINCLOS DE BEZE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A148","CHAMBERTIN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A147","CHABLIS GRAND CRU","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A146","CHABLIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A413","CHABICHOU DU POITOU","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","goats","milk"
"A906","CEVENNES","IGP, VINS",NA,NA,NA,NA,NA,NA
"A23","CERONS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA0817","CERISES","LR, FRUITS A PEPIN ET A NOYAU",NA,NA,NA,NA,NA,"fruits"
"A1146","CASSIS DE SAINTONGE","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A818","CASSIS DE BOURGOGNE","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A294","CASSIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA0467","CAROTTES DES SABLES","LR, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A412","CANTAL OU FOURME DE CANTAL","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A22","CANON FRONSAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA0904","CANETTE ET CANARD DE BARBARIE FERMIERS ELEVES EN PLEIN AIR ENTIERS ET DECOUPES FRAIS OU SURGELES","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1289","CANARD MULARD GAVE ENTIER FOIE GRAS CRU ET PRODUITS DE DECOUPES CRUS FRAIS ET MAGRETS SURGELES","LR, ABATS COMESTIBLES DE VOLAILLES FOIE GRAS ET AUTRES PALMIPEDES GRAS",NA,NA,NA,NA,"poultry","meat"
"LA0285","CANARD FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0474","CANARD DE BARBARIE FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A493","CANARD A FOIE GRAS DU SUDOUEST CHALOSSE GASCOGNE GERS LANDES PERIGORD QUERCY","IGP, ABATS COMESTIBLES DE VOLAILLES FOIE GRAS ET AUTRES PALMIPEDES GRAS",NA,NA,NA,NA,"poultry","meat"
"A411","CAMEMBERT DE NORMANDIE","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A331","CALVADOS PAYS D AUGE","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A335","CALVADOS DOMFONTAIS","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A330","CALVADOS","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A819","CAIRANNE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA1378","CAILLE JAUNE FERMIERE ELEVEE EN PLEIN AIR","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2090","CAILLE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A21","CAHORS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A20","CADILLAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A82","CABERNET D ANJOU","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A264","CABARDES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A19","BUZET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA0710","BULBES A FLEURS DE DAHLIAS","LR, AUTRES",NA,NA,NA,NA,NA,NA
"A1019","BRULHOIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A728","BROUSSE DU ROVE","AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","goats","milk"
"A145","BROUILLY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A410","BROCCIU","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","sheep","milk"
"A409","BRIE DE MELUN","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A408","BRIE DE MEAUX","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A245","BOUZERON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A81","BOURGUEIL","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A144","BOURGOGNE PASSETOUTGRAINS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A140","BOURGOGNE ALIGOTE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A138","BOURGOGNE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A585","BORDEAUX SUPERIEUR","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A14","BORDEAUX","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A80","BONNEZEAUX","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A137","BONNESMARES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A680","BOIS DE CHARTREUSE","AOC, AUTRES",NA,NA,NA,NA,NA,NA
"A491","BOEUF DU MAINE","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"cattle","meat"
"A617","BOEUF DE VENDEE","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"cattle","meat"
"A655","BOEUF DE CHAROLLES","AOP & AOC, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"cattle","meat"
"A490","BOEUF DE CHALOSSE","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"cattle","meat"
"A619","BOEUF DE BAZAS","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"cattle","meat"
"A556","BOEUF CHAROLAIS DU BOURBONNAIS","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"cattle","meat"
"A442","BLEU DU VERCORSSASSENAGE","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A406","BLEU DES CAUSSES","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A407","BLEU DE GEX HAUT JURA OU BLEU DE SEPTMONCEL","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A405","BLEU D AUVERGNE","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A13","BLAYE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A136","BLAGNY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A135","BIENVENUESBATARDMONTRACHET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A639","BEURRE DE BRESSE","AOP & AOC, BEURRE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A440","BEURRE D ISIGNY","AOP & AOC, BEURRE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A437","BEURRE CHARENTESPOITOU","AOP & AOC, BEURRE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"LA0597","BETTERAVES ROUGES CUITES SOUS VIDE","LR, AUTRES PREPARATIONS ET CONSERVES A BASE DE FRUITS ET LEGUMES",NA,NA,NA,NA,NA,"vegetables"
"LA0898","BETTERAVES ROUGES CUITES SOUS VIDE","LR, AUTRES PREPARATIONS ET CONSERVES A BASE DE FRUITS ET LEGUMES",NA,NA,NA,NA,NA,"vegetables"
"LA2199","BETTERAVES ROUGES CUITES SOUS VIDE","LR, AUTRES PREPARATIONS ET CONSERVES A BASE DE FRUITS ET LEGUMES",NA,NA,NA,NA,NA,"vegetables"
"A10","BERGERAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A293","BELLET OU VIN DE BELLET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A134","BEAUNE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1097","BEAUMES DE VENISE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1032","BEAUJOLAIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A404","BEAUFORT","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A9","BEARN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A593","BEA DU ROUSSILLON","AOP & AOC, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,"vegetables","vegetables"
"A130","BATARDMONTRACHET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A8","BARSAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A545","BAREGESGAVARNIE","AOP & AOC, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"sheep","meat"
"A303","BANYULS GRAND CRU","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A302","BANYULS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A480","BANON","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","goats","milk"
"A292","BANDOL","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A884","AVEYRON","IGP, VINS",NA,NA,NA,NA,NA,NA
"A129","AUXEYDURESSES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A876","AUDE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A864","ATLANTIQUE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A751","ASPERGES DU BLAYAIS","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A588","ASPERGE DES SABLES DES LANDES","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A800","ARTICHAUT DU ROUSSILLON","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A1075","ARMAGNAC","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A875","ARIEGE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A872","ARDECHE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A127","ARBOIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A77","ANJOUCOTEAUX DE LA LOIRE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A79","ANJOU VILLAGES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A124","ANJOU BRISSAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A76","ANJOU","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1","ALSACE OU VIN D ALSACE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"AS1187","ALSACE GRAND CRU TOUTES APPELLATIONS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A887","ALPILLES","IGP, VINS",NA,NA,NA,NA,NA,NA
"A871","ALPESMARITIMES","IGP, VINS",NA,NA,NA,NA,NA,NA
"A869","ALPESDEHAUTEPROVENCE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A126","ALOXECORTON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A291","AJACCIO","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A654","AIL VIOLET DE CADOURS","AOP & AOC, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,"vegetables","vegetables"
"A488","AIL ROSE DE LAUTREC","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"LA0266","AIL ROSE","LR, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A785","AIL FUME D ARLEUX","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A611","AIL DE LA DROME","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A621","AIL BLANC DE LOMAGNE","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A486","AGNEAU DU QUERCY","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"sheep","meat"
"A569","AGNEAU DU POITOUCHARENTES","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"sheep","meat"
"A610","AGNEAU DU PERIGORD","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"sheep","meat"
